Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.57865834236145	0	27.1351351351	14.4112609163	76.0	9.0	27.1351351351	14.4112609163	1004	1004
2.896669626235962	1	28.0833333333	14.3959388563	74.0	12.0	28.0833333333	14.3959388563	1011	2015
3.2511048316955566	2	32.90625	18.1596382381	94.0	12.0	32.90625	18.1596382381	1053	3068
3.5652287006378174	3	29.7352941176	12.6707370683	60.0	11.0	29.7352941176	12.6707370683	1011	4079
3.91483736038208	4	33.3666666667	15.2522858032	69.0	11.0	33.3666666667	15.2522858032	1001	5080
4.2070512771606445	5	37.3703703704	25.1044457449	89.0	14.0	37.3703703704	25.1044457449	1009	6089
4.532589912414551	6	35.8214285714	16.9748839075	79.0	13.0	35.8214285714	16.9748839075	1003	7092
4.892652988433838	7	40.44	13.4761418811	81.0	18.0	40.44	13.4761418811	1011	8103
5.21814489364624	8	37.4074074074	17.9881838979	103.0	16.0	37.4074074074	17.9881838979	1010	9113
5.46474289894104	9	39.0384615385	19.1481687601	95.0	16.0	39.0384615385	19.1481687601	1015	10128
5.787079572677612	10	37.9259259259	21.4992263873	105.0	13.0	37.9259259259	21.4992263873	1024	11152
6.113863468170166	11	45.0	18.9392621866	95.0	17.0	45.0	18.9392621866	1035	12187
6.4146950244903564	12	46.5454545455	22.4979337894	103.0	18.0	46.5454545455	22.4979337894	1024	13211
6.810823202133179	13	54.6315789474	23.3648645942	123.0	16.0	54.6315789474	23.3648645942	1038	14249
7.277288436889648	14	42.625	20.4955533795	119.0	19.0	42.625	20.4955533795	1023	15272
7.604182720184326	15	52.8947368421	26.5347730879	122.0	24.0	52.8947368421	26.5347730879	1005	16277
8.226075172424316	16	53.5789473684	19.561820466	99.0	26.0	53.5789473684	19.561820466	1018	17295
8.970831632614136	17	57.1111111111	26.7392530621	126.0	27.0	57.1111111111	26.7392530621	1028	18323
9.591758966445923	18	48.0476190476	17.2253307121	85.0	17.0	48.0476190476	17.2253307121	1009	19332
10.166791200637817	19	57.4444444444	22.3810987274	103.0	27.0	57.4444444444	22.3810987274	1034	20366
10.688191175460815	20	72.7142857143	36.3778358176	171.0	16.0	72.7142857143	36.3778358176	1018	21384
11.063448667526245	21	68.4666666667	26.815086964	125.0	38.0	68.4666666667	26.815086964	1027	22411
11.389951467514038	22	56.8333333333	10.034662149	79.0	38.0	56.8333333333	10.034662149	1023	23434
11.667715072631836	23	67.8	35.7979515243	142.0	15.0	67.8	35.7979515243	1017	24451
11.959431648254395	24	72.1333333333	36.3755717786	151.0	37.0	72.1333333333	36.3755717786	1082	25533
12.238993406295776	25	60.6470588235	20.5310129158	94.0	29.0	60.6470588235	20.5310129158	1031	26564
12.52623462677002	26	62.0	25.2540037595	108.0	28.0	62.0	25.2540037595	1054	27618
12.809926509857178	27	64.25	28.1102739225	133.0	33.0	64.25	28.1102739225	1028	28646
13.09203815460205	28	63.875	19.6814474823	118.0	37.0	63.875	19.6814474823	1022	29668
13.380692720413208	29	71.0	25.6930600228	107.0	25.0	71.0	25.6930600228	1065	30733
