Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.318821907043457	0	27.2282608696	16.4515780007	121.0	9.0	27.2282608696	16.4515780007	5010	5010
5.6551759243011475	1	29.273255814	16.6730106684	98.0	9.0	29.273255814	16.6730106684	5035	10045
7.601166486740112	2	27.489010989	13.9594148823	90.0	9.0	27.489010989	13.9594148823	5003	15048
8.879043340682983	3	31.4905660377	16.5832634901	88.0	9.0	31.4905660377	16.5832634901	5007	20055
10.144684076309204	4	32.9342105263	15.7812643132	83.0	11.0	32.9342105263	15.7812643132	5006	25061
11.529870748519897	5	32.9605263158	17.7055156359	105.0	9.0	32.9605263158	17.7055156359	5010	30071
12.839925289154053	6	38.4045801527	21.4243845613	134.0	12.0	38.4045801527	21.4243845613	5031	35102
14.059162616729736	7	36.2826086957	18.0947542765	125.0	12.0	36.2826086957	18.0947542765	5007	40109
15.418567180633545	8	36.2589928058	18.559776314	116.0	8.0	36.2589928058	18.559776314	5040	45149
17.229126453399658	9	39.4409448819	19.109981538	129.0	10.0	39.4409448819	19.109981538	5009	50158
18.449851989746094	10	44.4137931034	23.0475778387	171.0	10.0	44.4137931034	23.0475778387	5152	55310
19.637743949890137	11	41.5041322314	17.8029266639	96.0	12.0	41.5041322314	17.8029266639	5022	60332
20.922321796417236	12	47.6857142857	22.7517929323	125.0	16.0	47.6857142857	22.7517929323	5007	65339
22.645508766174316	13	46.9158878505	21.8782192271	116.0	15.0	46.9158878505	21.8782192271	5020	70359
25.207799673080444	14	48.7475728155	22.591225398	114.0	13.0	48.7475728155	22.591225398	5021	75380
27.77038550376892	15	51.693877551	22.8215831264	123.0	15.0	51.693877551	22.8215831264	5066	80446
30.644912481307983	16	48.6990291262	21.2666085645	117.0	14.0	48.6990291262	21.2666085645	5016	85462
33.832448959350586	17	54.6630434783	26.5154906217	200.0	14.0	54.6630434783	26.5154906217	5029	90491
36.44350290298462	18	52.0412371134	24.5985992082	172.0	18.0	52.0412371134	24.5985992082	5048	95539
37.885520458221436	19	61.012195122	26.1904348125	128.0	23.0	61.012195122	26.1904348125	5003	100542
39.75510764122009	20	56.7640449438	22.800563009	133.0	22.0	56.7640449438	22.800563009	5052	105594
42.8623046875	21	57.2954545455	25.4554687333	148.0	20.0	57.2954545455	25.4554687333	5042	110636
46.13461422920227	22	62.825	24.7445827405	142.0	19.0	62.825	24.7445827405	5026	115662
49.479483127593994	23	62.6625	27.0896399708	169.0	18.0	62.6625	27.0896399708	5013	120675
52.706584215164185	24	66.8266666667	31.4745922222	165.0	14.0	66.8266666667	31.4745922222	5012	125687
55.26314640045166	25	66.2236842105	22.7211926833	127.0	25.0	66.2236842105	22.7211926833	5033	130720
56.80786085128784	26	64.9615384615	25.1505427926	140.0	30.0	64.9615384615	25.1505427926	5067	135787
58.32226490974426	27	68.0405405405	32.6071784458	200.0	27.0	68.0405405405	32.6071784458	5035	140822
59.69256138801575	28	66.68	27.4901970406	179.0	24.0	66.68	27.4901970406	5001	145823
61.064104318618774	29	75.0149253731	37.0467605035	200.0	27.0	75.0149253731	37.0467605035	5026	150849
62.654000759124756	30	76.0	32.1035257197	183.0	30.0	76.0	32.1035257197	5016	155865
64.09042048454285	31	79.9682539683	33.74459075	200.0	35.0	79.9682539683	33.74459075	5038	160903
65.48157954216003	32	96.4807692308	42.6003297137	200.0	35.0	96.4807692308	42.6003297137	5017	165920
66.97192215919495	33	94.2407407407	43.4813434599	200.0	21.0	94.2407407407	43.4813434599	5089	171009
68.29103565216064	34	95.3396226415	38.2977133148	200.0	23.0	95.3396226415	38.2977133148	5053	176062
70.24188566207886	35	100.14	49.5721736461	200.0	19.0	100.14	49.5721736461	5007	181069
72.36852598190308	36	139.388888889	42.545581947	200.0	48.0	139.388888889	42.545581947	5018	186087
74.8361542224884	37	136.918918919	42.7724199964	200.0	32.0	136.918918919	42.7724199964	5066	191153
77.56279563903809	38	141.277777778	45.4200219624	200.0	46.0	141.277777778	45.4200219624	5086	196239
79.20873188972473	39	140.861111111	42.9464477756	200.0	58.0	140.861111111	42.9464477756	5071	201310
80.64945793151855	40	137.945945946	44.5942342328	200.0	30.0	137.945945946	44.5942342328	5104	206414
82.07706594467163	41	143.527777778	36.671580058	200.0	40.0	143.527777778	36.671580058	5167	211581
83.31344294548035	42	161.64516129	40.3505193532	200.0	64.0	161.64516129	40.3505193532	5011	216592
84.54618167877197	43	157.15625	40.1941455431	200.0	64.0	157.15625	40.1941455431	5029	221621
85.99680662155151	44	160.1875	36.6311321658	200.0	90.0	160.1875	36.6311321658	5126	226747
87.36229395866394	45	170.4	38.0688849324	200.0	93.0	170.4	38.0688849324	5112	231859
88.70328569412231	46	167.5	45.0545965099	200.0	53.0	167.5	45.0545965099	5025	236884
90.11855459213257	47	172.75862069	42.9728504286	200.0	30.0	172.75862069	42.9728504286	5010	241894
91.33338332176208	48	177.620689655	30.0200091814	200.0	104.0	177.620689655	30.0200091814	5151	247045
92.62698411941528	49	191.148148148	20.8818611766	200.0	112.0	191.148148148	20.8818611766	5161	252206
94.17690920829773	50	196.076923077	15.3746121325	200.0	121.0	196.076923077	15.3746121325	5098	257304
95.42313385009766	51	187.703703704	30.2248546421	200.0	65.0	187.703703704	30.2248546421	5068	262372
97.05039477348328	52	189.703703704	25.1908490363	200.0	111.0	189.703703704	25.1908490363	5122	267494
98.50320529937744	53	196.576923077	13.8068351995	200.0	130.0	196.576923077	13.8068351995	5111	272605
