Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.851137638092041	0	23.6279069767	12.1368615073	56.0	9.0	23.6279069767	12.1368615073	1016	1016
3.457693576812744	1	24.0	12.1713950368	63.0	8.0	24.0	12.1713950368	1008	2024
3.9539337158203125	2	30.3939393939	21.0654670649	101.0	10.0	30.3939393939	21.0654670649	1003	3027
4.463590860366821	3	34.5333333333	16.5886172487	92.0	14.0	34.5333333333	16.5886172487	1036	4063
5.037804841995239	4	33.2258064516	21.6209421737	126.0	11.0	33.2258064516	21.6209421737	1030	5093
5.6759727001190186	5	32.78125	17.994329619	76.0	10.0	32.78125	17.994329619	1049	6142
6.120257616043091	6	33.9	16.789580102	87.0	11.0	33.9	16.789580102	1017	7159
6.634798049926758	7	38.8846153846	23.4919412092	106.0	14.0	38.8846153846	23.4919412092	1011	8170
7.24452805519104	8	48.5714285714	19.5462124661	102.0	23.0	48.5714285714	19.5462124661	1020	9190
8.02509355545044	9	37.9259259259	15.7572462482	70.0	16.0	37.9259259259	15.7572462482	1024	10214
8.78635287284851	10	37.7142857143	18.3611724316	88.0	14.0	37.7142857143	18.3611724316	1056	11270
9.592307329177856	11	51.45	19.827947448	100.0	17.0	51.45	19.827947448	1029	12299
10.394758701324463	12	47.8181818182	25.3316840118	124.0	16.0	47.8181818182	25.3316840118	1052	13351
10.858896493911743	13	53.0	22.4874233857	107.0	16.0	53.0	22.4874233857	1007	14358
11.223331212997437	14	56.7777777778	31.7989439999	161.0	24.0	56.7777777778	31.7989439999	1022	15380
11.708123683929443	15	48.0454545455	16.5679791732	84.0	14.0	48.0454545455	16.5679791732	1057	16437
12.142219066619873	16	46.2272727273	16.4287215742	103.0	29.0	46.2272727273	16.4287215742	1017	17454
12.569924116134644	17	53.1052631579	24.7341543893	114.0	22.0	53.1052631579	24.7341543893	1009	18463
12.918405055999756	18	63.25	39.3835308219	178.0	15.0	63.25	39.3835308219	1012	19475
13.233021974563599	19	47.5	23.9331455213	96.0	13.0	47.5	23.9331455213	1045	20520
13.505522727966309	20	56.2777777778	32.6901370711	157.0	14.0	56.2777777778	32.6901370711	1013	21533
13.769206047058105	21	53.5263157895	21.0822160551	120.0	25.0	53.5263157895	21.0822160551	1017	22550
14.026851892471313	22	56.3333333333	20.1632228464	104.0	31.0	56.3333333333	20.1632228464	1014	23564
14.291581153869629	23	55.8888888889	14.9662171012	98.0	33.0	55.8888888889	14.9662171012	1006	24570
14.643320560455322	24	52.2	17.7555625087	93.0	20.0	52.2	17.7555625087	1044	25614
14.943773984909058	25	59.0	22.8108161479	92.0	20.0	59.0	22.8108161479	1062	26676
15.241600275039673	26	71.7333333333	40.0207723841	169.0	30.0	71.7333333333	40.0207723841	1076	27752
15.536474227905273	27	62.3529411765	18.6324864195	97.0	37.0	62.3529411765	18.6324864195	1060	28812
15.865450382232666	28	87.4166666667	37.1628361255	174.0	42.0	87.4166666667	37.1628361255	1049	29861
16.22398543357849	29	65.375	27.3744292178	119.0	23.0	65.375	27.3744292178	1046	30907
16.524508953094482	30	61.2941176471	24.6308384082	112.0	22.0	61.2941176471	24.6308384082	1042	31949
16.782766580581665	31	63.9375	25.5060501401	128.0	37.0	63.9375	25.5060501401	1023	32972
17.12417435646057	32	95.0909090909	34.3602691953	175.0	62.0	95.0909090909	34.3602691953	1046	34018
17.395782232284546	33	68.0	21.0237960416	132.0	43.0	68.0	21.0237960416	1020	35038
17.689401388168335	34	107.909090909	64.4352452191	200.0	40.0	107.909090909	64.4352452191	1187	36225
17.959885835647583	35	83.9166666667	28.8659497602	164.0	49.0	83.9166666667	28.8659497602	1007	37232
18.43170404434204	36	81.7692307692	21.0133797895	113.0	38.0	81.7692307692	21.0133797895	1063	38295
19.190341234207153	37	110.7	33.96777885	173.0	52.0	110.7	33.96777885	1107	39402
19.791948318481445	38	101.0	40.4301867421	187.0	48.0	101.0	40.4301867421	1010	40412
20.395853757858276	39	118.0	44.7370092876	200.0	43.0	118.0	44.7370092876	1180	41592
21.09667420387268	40	127.555555556	32.2804072366	160.0	52.0	127.555555556	32.2804072366	1148	42740
21.656352996826172	41	113.888888889	41.9429359552	200.0	56.0	113.888888889	41.9429359552	1025	43765
22.280205011367798	42	119.666666667	35.9660333587	188.0	60.0	119.666666667	35.9660333587	1077	44842
23.01731848716736	43	144.875	46.4554558152	200.0	84.0	144.875	46.4554558152	1159	46001
23.71244192123413	44	111.6	46.7529678202	200.0	36.0	111.6	46.7529678202	1116	47117
24.303585290908813	45	148.428571429	43.3552011803	200.0	88.0	148.428571429	43.3552011803	1039	48156
24.808255434036255	46	161.571428571	35.217110869	200.0	110.0	161.571428571	35.217110869	1131	49287
25.410726308822632	47	139.375	39.8275579844	200.0	84.0	139.375	39.8275579844	1115	50402
25.80642533302307	48	150.571428571	50.2276450427	200.0	45.0	150.571428571	50.2276450427	1054	51456
26.291236400604248	49	145.285714286	39.0995589515	200.0	88.0	145.285714286	39.0995589515	1017	52473
