Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.699019432067871	0	27.1351351351	12.0520541305	66.0	12.0	27.1351351351	12.0520541305	1004	1004
3.495039701461792	1	28.9722222222	14.8145688637	67.0	11.0	28.9722222222	14.8145688637	1043	2047
3.980785846710205	2	28.9428571429	15.300686926	70.0	11.0	28.9428571429	15.300686926	1013	3060
4.459932327270508	3	28.4166666667	11.9869720947	66.0	11.0	28.4166666667	11.9869720947	1023	4083
4.906663179397583	4	29.9411764706	11.4299430714	58.0	10.0	29.9411764706	11.4299430714	1018	5101
5.29562520980835	5	32.15625	20.6565809353	98.0	11.0	32.15625	20.6565809353	1029	6130
5.686674356460571	6	32.0	14.517231141	66.0	10.0	32.0	14.517231141	1024	7154
6.039085388183594	7	41.875	27.458017196	121.0	11.0	41.875	27.458017196	1005	8159
6.353465557098389	8	36.0357142857	16.2227400866	69.0	14.0	36.0357142857	16.2227400866	1009	9168
6.611270904541016	9	32.5161290323	18.4161061482	77.0	11.0	32.5161290323	18.4161061482	1008	10176
6.861212968826294	10	39.1153846154	16.5258001623	84.0	17.0	39.1153846154	16.5258001623	1017	11193
7.1200666427612305	11	38.7692307692	18.0156079603	96.0	16.0	38.7692307692	18.0156079603	1008	12201
7.412193059921265	12	40.68	16.0067985556	69.0	11.0	40.68	16.0067985556	1017	13218
7.741692066192627	13	47.5909090909	20.7969820601	104.0	13.0	47.5909090909	20.7969820601	1047	14265
8.079755067825317	14	42.4583333333	18.3552425905	82.0	17.0	42.4583333333	18.3552425905	1019	15284
8.38314437866211	15	46.1363636364	17.7899242539	85.0	21.0	46.1363636364	17.7899242539	1015	16299
8.713441371917725	16	53.4210526316	23.2838678951	130.0	26.0	53.4210526316	23.2838678951	1015	17314
9.059325456619263	17	52.6	12.1218810421	78.0	32.0	52.6	12.1218810421	1052	18366
9.479654788970947	18	58.2777777778	29.9737024658	115.0	16.0	58.2777777778	29.9737024658	1049	19415
10.069588661193848	19	58.8823529412	24.906607564	103.0	19.0	58.8823529412	24.906607564	1001	20416
10.428670406341553	20	60.2352941176	26.5541165785	114.0	14.0	60.2352941176	26.5541165785	1024	21440
10.79878306388855	21	53.6842105263	15.3075579254	84.0	31.0	53.6842105263	15.3075579254	1020	22460
11.153371572494507	22	60.7058823529	19.9344948029	95.0	25.0	60.7058823529	19.9344948029	1032	23492
11.501791954040527	23	66.3125	22.7231125454	146.0	44.0	66.3125	22.7231125454	1061	24553
11.797199487686157	24	54.3157894737	29.5190440431	148.0	25.0	54.3157894737	29.5190440431	1032	25585
12.118240118026733	25	53.45	23.7496842084	123.0	23.0	53.45	23.7496842084	1069	26654
12.406899452209473	26	56.0	18.5322541652	117.0	30.0	56.0	18.5322541652	1008	27662
12.723739385604858	27	67.0	27.3861278753	130.0	36.0	67.0	27.3861278753	1072	28734
13.120463371276855	28	62.9375	26.5882228393	131.0	35.0	62.9375	26.5882228393	1007	29741
13.395753145217896	29	57.7222222222	28.8054885888	150.0	30.0	57.7222222222	28.8054885888	1039	30780
13.675984382629395	30	60.2941176471	31.9241098377	149.0	22.0	60.2941176471	31.9241098377	1025	31805
13.972017288208008	31	62.5882352941	24.299742975	121.0	24.0	62.5882352941	24.299742975	1064	32869
14.312281370162964	32	61.8823529412	29.0494150046	138.0	27.0	61.8823529412	29.0494150046	1052	33921
14.588420152664185	33	56.3888888889	23.2669027898	97.0	27.0	56.3888888889	23.2669027898	1015	34936
14.856684446334839	34	69.2666666667	28.3159946948	140.0	24.0	69.2666666667	28.3159946948	1039	35975
15.213775873184204	35	66.625	23.320792761	121.0	30.0	66.625	23.320792761	1066	37041
15.555634260177612	36	74.7142857143	46.9900119652	191.0	27.0	74.7142857143	46.9900119652	1046	38087
15.859980821609497	37	73.8571428571	30.1232163499	167.0	28.0	73.8571428571	30.1232163499	1034	39121
16.27775740623474	38	75.9285714286	34.857801516	157.0	34.0	75.9285714286	34.857801516	1063	40184
16.72920250892639	39	78.0	52.9978228871	196.0	33.0	78.0	52.9978228871	1014	41198
17.367300271987915	40	59.7058823529	19.7834295067	96.0	18.0	59.7058823529	19.7834295067	1015	42213
17.92865300178528	41	73.7857142857	27.0691668863	146.0	36.0	73.7857142857	27.0691668863	1033	43246
18.50658130645752	42	66.5	26.3699639742	132.0	39.0	66.5	26.3699639742	1064	44310
18.91607904434204	43	74.4285714286	29.769865602	137.0	24.0	74.4285714286	29.769865602	1042	45352
19.330668687820435	44	72.9285714286	26.0122616299	120.0	24.0	72.9285714286	26.0122616299	1021	46373
19.75124168395996	45	60.4444444444	20.5026345793	116.0	38.0	60.4444444444	20.5026345793	1088	47461
20.150006532669067	46	85.5833333333	26.0558961124	136.0	48.0	85.5833333333	26.0558961124	1027	48488
20.449129581451416	47	91.6363636364	38.4666862416	179.0	23.0	91.6363636364	38.4666862416	1008	49496
20.803082704544067	48	114.0	47.0791296059	200.0	47.0	114.0	47.0791296059	1026	50522
21.06018900871277	49	114.444444444	42.6825780517	179.0	53.0	114.444444444	42.6825780517	1030	51552
21.307915449142456	50	92.8181818182	42.8693961232	162.0	33.0	92.8181818182	42.8693961232	1021	52573
21.58133292198181	51	123.333333333	41.3951151171	180.0	46.0	123.333333333	41.3951151171	1110	53683
21.86313509941101	52	99.0	30.886890423	145.0	50.0	99.0	30.886890423	1089	54772
22.129229068756104	53	100.636363636	55.7074708998	200.0	18.0	100.636363636	55.7074708998	1107	55879
